library,language,dataset_name,dataset_size,query,mechanism,epsilon,mae,avg_time_ms,runs,lower,upper
OpenDP,Rust,Large (1M rows),1000000,Sum,Laplace,1.5,159.7738489754,76.0278512667,30,-100.0,100.0
OpenDP,Rust,Large (1M rows),1000000,Sum,Laplace,2.0,119.9681435742,80.1373707667,30,-100.0,100.0
OpenDP,Rust,Large (1M rows),1000000,Sum,Laplace,2.5,84.1520263276,84.0581358,30,-100.0,100.0
OpenDP,Rust,Large (1M rows),1000000,Sum,Laplace,3.0,76.7213995708,79.4590319667,30,-100.0,100.0
OpenDP,Rust,Large (1M rows),1000000,Sum,Gaussian,0.1,7348.6407981693,78.4047972,30,-100.0,100.0
OpenDP,Rust,Large (1M rows),1000000,Sum,Gaussian,0.5,1637.1659514872,77.7434129,30,-100.0,100.0
OpenDP,Rust,Large (1M rows),1000000,Sum,Gaussian,1.0,649.6957193802,78.0826956,30,-100.0,100.0
OpenDP,Rust,Large (1M rows),1000000,Sum,Gaussian,1.5,594.8947598233,77.9572273333,30,-100.0,100.0
OpenDP,Rust,Large (1M rows),1000000,Sum,Gaussian,2.0,458.0744683754,77.8912518,30,-100.0,100.0
OpenDP,Rust,Large (1M rows),1000000,Sum,Gaussian,2.5,321.2322055696,77.5742483,30,-100.0,100.0
OpenDP,Rust,Large (1M rows),1000000,Sum,Gaussian,3.0,344.3535167349,77.145416,30,-100.0,100.0
